action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,371,20100468,33.9323,1,112,-118.2688,9,4,0,Feb-01,24,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-06,LAL @ TOR,TOR,2092
Jump Shot,Jump Shot,24,20100482,33.9303,94,114,-118.1758,9,1,0,Feb-01,13,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2093
Jump Shot,Jump Shot,56,20100482,33.9153,73,129,-118.1968,5,1,0,Feb-01,59,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2094
Fadeaway Jump Shot,Jump Shot,89,20100482,34.0233,167,21,-118.1028,2,1,0,Feb-01,31,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2095
Jump Shot,Jump Shot,92,20100482,33.9363,123,108,-118.1468,1,1,0,Feb-01,57,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2096
Reverse Layup Shot,Layup,95,20100482,34.0443,0,0,-118.2698,1,1,0,Feb-01,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2097
Jump Shot,Jump Shot,102,20100482,33.9093,-214,135,-118.4838,0,1,0,Feb-01,27,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2098
Jump Shot,Jump Shot,117,20100482,33.9623,153,82,-118.1168,11,2,0,Feb-01,44,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2099
Jump Shot,Jump Shot,127,20100482,33.9363,138,108,-118.1318,10,2,0,Feb-01,24,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2100
Dunk Shot,Dunk,129,20100482,34.0443,0,0,-118.2698,10,2,0,Feb-01,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2101
Jump Shot,Jump Shot,177,20100482,33.9153,129,129,-118.1408,4,2,0,Feb-01,9,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2102
Jump Shot,Jump Shot,185,20100482,34.0023,-141,42,-118.4108,3,2,0,Feb-01,43,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2103
Jump Shot,Jump Shot,202,20100482,34.0123,-162,32,-118.4318,2,2,0,Feb-01,12,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2104
Running Jump Shot,Jump Shot,210,20100482,33.9303,-4,114,-118.2738,1,2,0,Feb-01,33,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2105
Dunk Shot,Dunk,217,20100482,34.0443,0,0,-118.2698,0,2,0,Feb-01,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2106
Fadeaway Jump Shot,Jump Shot,252,20100482,34.0403,123,4,-118.1468,9,3,0,Feb-01,19,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2107
Layup Shot,Layup,280,20100482,34.0443,0,0,-118.2698,5,3,0,Feb-01,42,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2108
Jump Shot,Jump Shot,290,20100482,34.0333,115,11,-118.1548,5,3,0,Feb-01,1,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-08,LAL @ DET,DET,2109
Jump Shot,Jump Shot,23,20100490,33.9873,7,57,-118.2628,9,1,0,Feb-01,34,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2110
Layup Shot,Layup,26,20100490,34.0313,-12,13,-118.2818,9,1,0,Feb-01,23,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2111
Driving Layup Shot,Layup,32,20100490,33.9873,1,57,-118.2688,8,1,0,Feb-01,36,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2112
Driving Layup Shot,Layup,34,20100490,34.0373,30,7,-118.2398,8,1,0,Feb-01,17,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2113
Jump Shot,Jump Shot,38,20100490,34.0313,-33,13,-118.3028,7,1,0,Feb-01,35,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2114
Jump Shot,Jump Shot,62,20100490,33.9263,85,118,-118.1848,5,1,0,Feb-01,33,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2115
Jump Shot,Jump Shot,79,20100490,33.8653,-98,179,-118.3678,3,1,0,Feb-01,21,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2116
Jump Shot,Jump Shot,93,20100490,33.9873,7,57,-118.2628,1,1,0,Feb-01,59,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2117
Alley Oop Dunk Shot,Dunk,131,20100490,34.0373,43,7,-118.2268,9,2,0,Feb-01,49,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2118
Jump Shot,Jump Shot,137,20100490,33.9973,-33,47,-118.3028,9,2,0,Feb-01,7,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2119
Fadeaway Jump Shot,Jump Shot,236,20100490,34.0253,115,19,-118.1548,2,2,0,Feb-01,3,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2120
Jump Shot,Jump Shot,266,20100490,33.8583,159,186,-118.1108,0,2,0,Feb-01,12,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2121
Jump Shot,Jump Shot,272,20100490,34.0443,153,0,-118.1168,0,2,0,Feb-01,0,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2122
Reverse Layup Shot,Layup,294,20100490,34.0443,-12,0,-118.2818,9,3,0,Feb-01,18,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2123
Dunk Shot,Dunk,311,20100490,34.0373,16,7,-118.2538,8,3,0,Feb-01,0,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2124
Dunk Shot,Dunk,366,20100490,34.0373,7,7,-118.2628,3,3,0,Feb-01,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2125
Layup Shot,Layup,367,20100490,34.0313,1,13,-118.2688,3,3,0,Feb-01,15,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2126
Jump Shot,Jump Shot,374,20100490,34.0443,-113,0,-118.3828,2,3,0,Feb-01,51,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2127
Reverse Layup Shot,Layup,402,20100490,34.0313,-12,13,-118.2818,11,4,0,Feb-01,52,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2128
Fadeaway Jump Shot,Jump Shot,412,20100490,34.0373,138,7,-118.1318,10,4,0,Feb-01,47,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2129
Jump Shot,Jump Shot,414,20100490,33.8713,-63,173,-118.3328,10,4,0,Feb-01,6,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2130
Jump Shot,Jump Shot,427,20100490,33.9093,-119,135,-118.3888,9,4,0,Feb-01,10,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-09,LAL @ IND,IND,2131
Jump Shot,Jump Shot,18,20100506,33.8983,144,146,-118.1258,9,1,0,Feb-01,47,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2132
Jump Shot,Jump Shot,40,20100506,33.8483,-50,196,-118.3198,7,1,0,Feb-01,34,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2133
Turnaround Jump Shot,Jump Shot,43,20100506,34.0253,79,19,-118.1908,6,1,0,Feb-01,58,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2134
Layup Shot,Layup,61,20100506,34.0443,0,0,-118.2698,3,1,0,Feb-01,58,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2135
Jump Shot,Jump Shot,77,20100506,33.9853,-29,59,-118.2988,2,1,0,Feb-01,26,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2136
Jump Shot,Jump Shot,84,20100506,33.9853,-44,59,-118.3138,1,1,0,Feb-01,11,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2137
Jump Shot,Jump Shot,86,20100506,34.0213,-73,23,-118.3428,1,1,0,Feb-01,8,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2138
Jump Shot,Jump Shot,89,20100506,33.8653,85,179,-118.1848,0,1,0,Feb-01,42,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2139
Jump Shot,Jump Shot,91,20100506,33.9113,129,133,-118.1408,0,1,0,Feb-01,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2140
Running Jump Shot,Jump Shot,107,20100506,33.9113,129,133,-118.1408,10,2,0,Feb-01,56,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2141
Jump Shot,Jump Shot,110,20100506,33.9553,-189,89,-118.4588,10,2,0,Feb-01,20,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2142
Running Jump Shot,Jump Shot,112,20100506,33.9623,-29,82,-118.2988,10,2,0,Feb-01,16,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2143
Turnaround Jump Shot,Jump Shot,125,20100506,34.0463,174,-2,-118.0958,9,2,0,Feb-01,2,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2144
Jump Shot,Jump Shot,127,20100506,34.0043,-168,40,-118.4378,8,2,0,Feb-01,25,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2145
Jump Shot,Jump Shot,184,20100506,33.9853,-29,59,-118.2988,2,2,0,Feb-01,34,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2146
Jump Shot,Jump Shot,189,20100506,33.8983,129,146,-118.1408,2,2,0,Feb-01,3,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2147
Jump Shot,Jump Shot,213,20100506,33.8373,136,207,-118.1338,0,2,0,Feb-01,0,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2148
Alley Oop Layup shot,Layup,239,20100506,34.0443,0,0,-118.2698,9,3,0,Feb-01,34,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2149
Jump Shot,Jump Shot,243,20100506,34.0083,49,36,-118.2208,9,3,0,Feb-01,4,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2150
Turnaround Jump Shot,Jump Shot,273,20100506,33.9343,-35,110,-118.3048,5,3,0,Feb-01,19,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2151
Driving Dunk Shot,Dunk,285,20100506,34.0443,0,0,-118.2698,4,3,0,Feb-01,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2152
Layup Shot,Layup,287,20100506,34.0443,0,0,-118.2698,4,3,0,Feb-01,5,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2153
Jump Shot,Jump Shot,315,20100506,33.9743,144,70,-118.1258,1,3,0,Feb-01,25,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2154
Layup Shot,Layup,335,20100506,34.0443,0,0,-118.2698,0,3,0,Feb-01,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2155
Jump Shot,Jump Shot,387,20100506,33.9813,35,63,-118.2348,7,4,0,Feb-01,19,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2156
Jump Shot,Jump Shot,409,20100506,33.9173,218,127,-118.0518,4,4,0,Feb-01,50,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2157
Layup Shot,Layup,454,20100506,34.0443,0,0,-118.2698,1,4,0,Feb-01,54,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-11,LAL @ MIN,MIN,2158
Jump Shot,Jump Shot,25,20100514,33.9683,167,76,-118.1028,9,1,0,Feb-01,7,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2159
Driving Layup Shot,Layup,32,20100514,34.0443,0,0,-118.2698,8,1,0,Feb-01,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2160
Jump Shot,Jump Shot,39,20100514,33.9913,129,53,-118.1408,7,1,0,Feb-01,36,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2161
Jump Shot,Jump Shot,48,20100514,33.8543,-86,190,-118.3558,6,1,0,Feb-01,19,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2162
Driving Layup Shot,Layup,91,20100514,34.0443,0,0,-118.2698,2,1,0,Feb-01,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2163
Jump Shot,Jump Shot,94,20100514,33.9343,138,110,-118.1318,1,1,0,Feb-01,47,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2164
Jump Shot,Jump Shot,187,20100514,34.0253,94,19,-118.1758,6,2,0,Feb-01,9,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2165
Jump Shot,Jump Shot,190,20100514,34.0253,138,19,-118.1318,6,2,0,Feb-01,4,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2166
Jump Shot,Jump Shot,233,20100514,34.0313,222,13,-118.0478,3,2,0,Feb-01,40,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2167
Jump Shot,Jump Shot,246,20100514,33.8773,39,167,-118.2308,1,2,0,Feb-01,48,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2168
Jump Shot,Jump Shot,299,20100514,33.8543,68,190,-118.2018,9,3,0,Feb-01,40,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2169
Layup Shot,Layup,324,20100514,34.0443,0,0,-118.2698,6,3,0,Feb-01,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2170
Jump Shot,Jump Shot,330,20100514,33.9173,117,127,-118.1528,6,3,0,Feb-01,23,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2171
Jump Shot,Jump Shot,352,20100514,33.9453,11,99,-118.2588,4,3,0,Feb-01,21,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2172
Jump Shot,Jump Shot,394,20100514,33.9973,153,47,-118.1168,0,3,0,Feb-01,28,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2173
Jump Shot,Jump Shot,416,20100514,33.9283,-113,116,-118.3828,9,4,0,Feb-01,53,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2174
Jump Shot,Jump Shot,435,20100514,33.8653,-122,179,-118.3918,7,4,0,Feb-01,59,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2175
Layup Shot,Layup,523,20100514,34.0443,0,0,-118.2698,0,4,0,Feb-01,38,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2176
Jump Shot,Jump Shot,538,20100514,33.8813,-94,163,-118.3638,0,4,0,Feb-01,0,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2177
Reverse Layup Shot,Layup,544,20100514,34.0443,0,0,-118.2698,4,5,0,Feb-01,12,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2178
Layup Shot,Layup,558,20100514,34.0443,0,0,-118.2698,3,5,0,Feb-01,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2179
Tip Shot,Tip Shot,559,20100514,34.0443,0,0,-118.2698,3,5,0,Feb-01,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2180
Jump Shot,Jump Shot,569,20100514,33.9873,-94,57,-118.3638,2,5,0,Feb-01,36,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2181
Jump Shot,Jump Shot,592,20100514,33.8543,-155,190,-118.4248,0,5,0,Feb-01,45,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2182
Jump Shot,Jump Shot,610,20100514,34.0313,-191,13,-118.4608,0,5,0,Feb-01,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-12,LAL @ CHI,CHI,2183
Jump Shot,Jump Shot,2,20100525,33.9513,150,93,-118.1198,11,1,0,Feb-01,43,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2184
Finger Roll Shot,Layup,9,20100525,34.0443,0,0,-118.2698,11,1,0,Feb-01,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2185
Jump Shot,Jump Shot,14,20100525,33.8483,-18,196,-118.2878,10,1,0,Feb-01,14,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2186
Running Jump Shot,Jump Shot,26,20100525,34.0273,-105,17,-118.3748,8,1,0,Feb-01,47,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2187
Jump Shot,Jump Shot,33,20100525,34.0163,129,28,-118.1408,7,1,0,Feb-01,57,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2188
Driving Dunk Shot,Dunk,38,20100525,34.0443,0,0,-118.2698,7,1,0,Feb-01,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2189
Jump Shot,Jump Shot,51,20100525,34.0273,-147,17,-118.4168,6,1,0,Feb-01,16,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2190
Jump Shot,Jump Shot,56,20100525,33.8653,-90,179,-118.3598,5,1,0,Feb-01,44,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2191
Jump Shot,Jump Shot,59,20100525,33.9743,-4,70,-118.2738,5,1,0,Feb-01,3,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2192
Driving Dunk Shot,Dunk,69,20100525,34.0443,0,0,-118.2698,4,1,0,Feb-01,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2193
Layup Shot,Layup,86,20100525,34.0443,0,0,-118.2698,2,1,0,Feb-01,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2194
Tip Shot,Tip Shot,120,20100525,34.0443,0,0,-118.2698,11,2,0,Feb-01,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2195
Layup Shot,Layup,144,20100525,34.0443,0,0,-118.2698,8,2,0,Feb-01,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2196
Jump Shot,Jump Shot,157,20100525,33.9873,43,57,-118.2268,8,2,0,Feb-01,32,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2197
Jump Shot,Jump Shot,164,20100525,33.7893,64,255,-118.2058,8,2,0,Feb-01,10,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2198
Jump Shot,Jump Shot,167,20100525,33.8583,-63,186,-118.3328,7,2,0,Feb-01,42,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2199
Slam Dunk Shot,Dunk,171,20100525,34.0443,0,0,-118.2698,7,2,0,Feb-01,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2200
Jump Shot,Jump Shot,186,20100525,33.9873,121,57,-118.1488,5,2,0,Feb-01,45,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2201
Driving Layup Shot,Layup,198,20100525,34.0443,0,0,-118.2698,4,2,0,Feb-01,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-01-14,LAL vs. MEM,MEM,2202
